 ,Area,Mean,Min,Max,Length
1,141.218,124.217,64.040,196.150,195.697
2,215.292,136.548,90.589,198.480,298.133
3,220.088,137.720,98.245,168.307,306.278
4,371.431,138.952,98.616,200.533,516.695
5,44.231,139.178,81.890,185.215,61.482
6,320.806,136.216,65.000,179.386,446.522
7,114.041,124.236,83.440,188.733,159.461
8,90.060,137.104,92.475,177.852,124.370
9,303.220,169.658,122.166,209.209,423.472
10,142.817,163.579,110.831,231.283,198.841
11,207.831,163.447,100.288,207.612,289.288
12,99.119,150.610,105.064,203.813,137.214
13,274.976,156.895,74.531,236.360,381.917
14,146.015,153.181,93.548,244.636,202.675
15,100.185,146.456,95.358,184.435,139.234
16,133.225,140.732,89.098,187.384,185.659
17,81.534,113.111,74.934,137.324,112.596
18,223.818,114.682,66.000,163.820,309.120
19,198.239,117.537,52.668,187.500,271.985
20,82.067,107.660,76.350,140.978,112.610
21,306.418,113.889,40.675,168.140,424.352
22,206.765,132.824,91.578,221.429,285.472
23,135.357,108.018,32.819,189.662,186.689
24,132.159,113.366,55.229,182.045,183.415
25,139.087,130.062,103.250,175.500,191.527
26,159.870,146.265,105.575,206.755,220.185
27,34.638,136.780,108.400,161.479,47.711
28,76.205,118.925,84.012,160.700,104.953
29,91.659,119.098,75.820,176.774,125.797
30,29.309,118.388,57.090,146.708,40.260
31,215.824,134.385,81.188,181.302,298.730
32,236.075,131.390,67.664,173.563,327.209
33,161.469,126.070,74.655,172.442,224.350
34,27.178,108.588,82.008,138.500,36.861
35,143.883,123.755,85.171,183.570,200.316
36,653.335,146.925,68.040,203.634,909.078
37,25.579,130.389,118.870,146.725,35.134
38,71.941,127.369,85.627,163.728,99.558
39,134.291,131.950,55.210,188.680,185.162
40,120.968,139.898,94.078,186.497,167.899
41,141.751,144.640,82.434,214.114,195.481
42,39.435,143.996,105.880,188.000,54.245
43,43.165,142.630,104.334,183.605,58.862
44,183.318,145.049,81.205,207.133,254.955
45,94.856,152.488,91.883,199.044,130.723
46,119.903,135.649,97.238,182.149,165.251
47,29.309,119.158,94.487,180.850,39.941
48,72.474,136.751,92.687,169.047,100.072
49,144.416,137.532,70.985,192.660,199.784
50,292.029,144.738,87.944,192.538,403.190
51,178.521,130.112,69.564,194.617,246.203
52,342.655,135.078,48.800,225.506,472.944
53,133.225,115.679,59.670,161.055,183.083
54,141.218,124.217,64.040,196.150,195.697
55,27.711,110.748,77.251,136.440,37.703
56,67.678,112.677,88.311,156.492,93.071
57,88.461,124.888,83.380,161.836,122.157
58,269.647,148.954,57.195,224.501,371.853
59,51.158,166.449,127.040,217.042,70.079
60,133.758,159.019,118.151,201.422,184.136
61,34.106,130.663,99.945,175.915,46.981
62,252.062,149.173,84.696,201.825,349.087
63,190.245,131.731,59.020,207.345,263.447
64,53.823,156.750,109.986,207.680,73.975
65,233.943,150.206,84.746,212.370,322.742
66,166.798,131.326,92.428,151.087,228.342
67,116.172,121.709,72.693,198.268,159.289
68,182.785,129.735,59.934,200.835,249.967
69,19.717,126.186,110.440,141.721,26.261
70,300.556,136.997,91.518,181.785,415.537
71,361.839,129.180,78.260,170.400,500.803
72,134.824,110.965,55.625,180.530,186.133
73,92.725,110.213,85.222,150.550,128.218
74,94.323,116.320,62.569,153.202,130.248
75,52.224,110.625,86.072,144.568,71.438
76,110.843,123.532,78.141,180.380,152.375
77,171.594,145.814,87.579,210.654,238.348
78,209.963,154.826,85.021,199.620,292.066
79,92.192,144.503,85.704,205.000,127.049
80,152.942,150.714,77.641,229.070,210.834
81,163.067,144.057,65.630,222.407,225.609
82,252.062,129.269,54.232,231.950,346.939
83,33.573,109.489,76.083,149.391,46.425
84,201.436,111.779,40.374,172.730,276.354
85,147.613,111.250,42.577,163.125,202.181
86,126.297,105.554,35.327,171.378,173.442
87,278.174,106.350,41.164,207.989,382.584
88,249.397,122.562,55.861,186.734,346.588
89,256.858,150.869,89.900,212.137,354.390
90,108.712,141.526,73.120,193.576,149.198
91,154.008,144.528,83.810,183.395,212.401
92,71.409,139.491,102.883,177.100,98.426
93,77.270,140.090,97.500,191.156,105.460
94,167.331,147.701,77.720,218.501,229.826
95,41.033,157.558,117.400,186.000,56.733
96,186.515,154.347,75.420,229.024,257.303
97,101.251,151.859,85.305,212.644,139.350
98,297.358,141.594,72.000,245.062,412.656
99,118.304,146.514,80.777,193.840,162.860
100,74.606,138.457,98.483,210.620,101.169
101,142.284,157.263,110.636,194.979,194.271
102,282.970,161.096,97.098,228.731,388.968
103,288.299,164.748,59.821,237.400,398.577
104,25.579,116.808,92.386,141.118,34.813
105,253.660,146.885,82.811,225.006,348.948
106,239.805,155.889,77.080,228.665,330.781
107,132.692,127.300,69.491,178.657,181.127
108,212.094,114.118,68.407,165.837,291.907
109,308.549,135.200,72.100,220.000,425.107
110,190.245,137.729,95.470,219.427,263.780
111,123.633,133.074,73.000,193.000,169.815
112,330.398,127.130,63.959,223.500,456.102
113,310.681,131.779,68.040,179.380,430.537
114,300.023,147.386,74.735,190.415,411.315
115,140.686,112.621,54.750,183.282,194.364
116,181.719,108.950,72.427,158.500,249.527
117,163.067,118.190,65.280,153.510,223.286
118,188.114,115.806,51.100,212.703,258.938
119,277.108,111.396,24.280,180.817,383.556
120,591.519,140.331,55.576,242.000,817.494
121,367.168,153.742,91.791,232.892,502.113
