 ,Area,Mean,Min,Max,Length
1,82.067,128.174,80.823,170.783,113.707
2,171.061,149.598,106.636,187.322,237.559
3,11.191,139.745,125.000,165.342,15.428
4,17.586,169.331,118.389,188.582,24.077
5,25.579,136.925,105.700,169.333,35.237
6,39.968,139.632,92.000,174.849,55.546
7,316.010,146.994,87.931,203.256,442.333
8,62.882,136.389,77.376,168.333,86.297
9,76.205,133.991,95.147,174.735,105.327
10,130.028,159.924,112.393,214.261,178.966
11,27.178,123.851,94.000,151.861,37.025
12,116.172,159.851,98.831,236.979,160.220
13,76.205,146.821,106.193,183.000,104.224
14,204.634,144.026,80.806,213.023,280.190
15,351.181,179.921,115.693,227.850,482.682
16,196.640,169.546,113.493,221.342,269.264
17,42.099,145.220,95.140,195.795,57.028
18,174.791,151.466,98.705,209.000,239.950
19,239.805,138.199,60.333,206.928,331.935
20,264.851,131.186,78.740,168.731,367.392
21,53.290,110.310,66.720,146.720,73.100
22,66.612,110.788,64.080,174.400,91.755
23,120.968,115.509,58.912,159.820,166.919
24,58.086,124.131,87.300,170.000,79.700
25,352.247,128.873,67.337,181.170,484.908
26,83.665,131.742,67.920,175.000,115.511
27,273.378,124.624,64.400,163.985,375.328
28,385.287,125.110,30.570,206.080,534.376
29,126.830,143.167,101.717,200.930,174.758
30,288.832,150.132,85.584,225.433,400.816
31,152.942,157.401,111.714,209.360,208.531
32,181.186,143.595,85.250,191.610,250.515
33,411.932,144.751,86.270,192.070,568.431
34,546.222,143.451,67.320,193.254,757.802
35,205.167,137.131,80.542,165.344,284.447
36,85.264,119.483,65.905,169.410,118.714
37,162.002,130.842,92.466,175.784,223.499
38,113.508,138.272,91.675,174.090,157.941
39,328.266,163.851,95.800,231.575,455.157
40,212.094,148.934,98.538,206.500,295.026
41,192.377,177.778,124.461,228.636,267.375
42,107.113,151.629,96.421,195.666,148.397
43,153.475,149.098,100.000,204.579,213.708
44,187.581,164.412,99.085,206.530,261.111
45,169.462,160.715,91.514,188.299,233.451
46,371.964,161.833,90.257,213.413,515.655
47,110.843,160.114,90.160,204.938,153.269
48,130.028,145.672,99.055,194.080,179.201
49,199.305,142.266,79.520,192.320,274.574
50,221.153,159.327,88.062,222.700,305.695
51,146.015,152.616,110.830,206.914,201.823
52,425.787,154.607,64.155,245.584,586.895
53,249.397,138.116,50.882,218.134,346.921
54,205.699,136.186,83.122,179.904,285.576
55,177.989,139.039,92.709,193.269,245.478
56,68.744,131.157,87.549,174.590,94.123
57,151.876,129.224,87.044,166.085,210.833
58,351.181,126.949,58.524,177.667,485.495
59,199.838,124.100,79.776,160.268,277.534
60,130.560,132.155,83.153,196.666,180.893
61,232.877,141.537,83.909,241.983,324.643
62,399.142,139.428,70.336,217.954,555.574
63,152.942,132.136,21.853,216.911,212.995
64,666.658,123.977,56.390,197.300,922.524
65,245.667,126.169,81.294,166.700,337.694
66,327.733,122.075,31.070,184.870,451.270
67,189.179,118.325,88.000,154.908,260.534
68,115.639,111.625,74.560,140.260,159.113
69,110.843,114.975,67.823,173.820,152.459
70,206.232,133.202,81.291,243.011,285.597
71,296.292,148.263,77.908,217.627,412.264
72,174.258,159.063,74.356,218.708,243.146
73,354.378,155.802,91.616,213.485,491.206
74,337.326,159.573,75.516,228.759,466.986
75,149.212,142.299,83.350,192.800,205.633
76,63.415,125.053,89.744,158.190,86.903
77,161.469,138.051,85.322,200.890,222.385
78,101.784,121.945,80.147,178.890,141.076
79,247.798,131.458,71.234,201.850,341.761
80,310.148,130.372,58.788,183.020,431.199
81,258.989,133.088,74.427,180.101,358.820
82,26.112,123.409,106.680,162.797,35.874
83,138.021,120.484,71.530,165.434,190.573
84,184.916,133.504,80.287,197.847,256.376
85,76.205,109.071,53.583,166.788,104.994
86,398.076,125.338,70.191,172.682,548.338
87,165.199,135.686,83.319,209.830,230.090
88,164.666,150.231,80.234,205.138,228.165
89,224.351,145.862,72.780,204.273,310.744
90,225.417,145.481,79.000,218.477,311.290
91,229.147,158.944,97.100,217.726,318.846
92,103.383,155.888,108.000,204.460,143.278
93,329.332,121.883,58.640,170.169,455.938
94,211.028,109.073,37.664,165.200,290.420
95,220.088,124.036,70.800,168.387,304.427
96,298.424,145.569,75.651,196.818,413.506
97,389.550,156.398,79.920,245.111,540.626
98,967.213,159.030,63.045,222.187,1326.347
99,147.613,131.922,60.505,178.863,203.211
100,206.765,137.299,79.750,207.860,286.056
101,410.333,143.734,53.688,181.250,570.566
102,216.357,135.854,78.966,195.506,299.157
103,351.181,139.787,83.439,213.444,487.918
104,240.338,146.994,95.312,186.825,331.452
105,38.902,116.597,48.833,142.180,53.091
106,154.541,131.587,76.695,195.083,213.552
107,139.620,138.645,76.507,217.019,192.427
108,246.733,150.361,72.000,204.000,341.205
109,197.706,162.700,94.550,217.682,274.338
110,342.122,159.522,87.412,225.016,472.058
111,361.839,146.681,67.062,217.722,502.056
112,132.159,132.044,86.166,174.385,183.167
113,96.988,133.096,72.980,170.386,133.199
114,151.876,137.870,48.127,245.451,210.105
115,123.633,128.355,67.641,242.809,171.204
116,188.647,122.080,78.720,165.240,261.543
117,216.890,133.126,73.869,197.909,301.244
118,255.792,141.521,81.158,195.337,351.201
