 ,Label,Area,Length
36,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1652-0107,3.197,3.384
37,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1808-0109,2.132,2.329
38,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:2038-0157,2.664,3.047
39,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1922-0591,3.197,4.380
40,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1918-0669,3.730,4.507
41,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1898-0844,2.664,3.074
42,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:0085-0507,2.132,2.920
43,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:0050-0380,2.132,2.920
44,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:0366-1936,2.132,2.920
45,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:0485-1968,2.132,2.920
46,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:0860-1800,4.796,6.570
47,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:0869-1610,3.730,4.557
48,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1185-1656,4.263,4.703
49,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1183-1601,3.730,2.774
50,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1197-1761,6.395,6.428
51,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1197-1838,2.664,2.654
52,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1212-1935,5.329,4.380
53,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1524-1932,2.132,2.317
54,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1652-1898,3.730,4.146
55,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1844-1868,1.599,2.190
56,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1970-1844,4.796,5.538
57,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1942-1674,3.730,4.534
58,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1939-1593,3.197,3.384
59,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1940-1560,3.730,5.110
60,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1937-1523,2.664,3.044
61,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1928-1475,2.132,2.920
62,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1919-1435,3.197,3.546
63,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1890-1251,2.664,3.014
64,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1883-1177,2.664,3.010
65,Stack_Frontview03_Labeled_unCovered_Area_Overlay.jpg:1022-0783,1.066,1.217
