 ,Label,Area,Length
1,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0019-0112,5.329,7.300
2,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0132-0076,4.796,4.897
3,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0246-0015,4.796,5.455
4,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0021-0564,441.241,600.667
5,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0660-0877,9.592,10.166
6,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0937-0814,5.329,7.300
7,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0934-1168,4.263,5.840
8,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1122-0831,5.329,6.185
9,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1230-1161,5.329,6.185
10,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1354-0905,3.197,3.265
11,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1430-1122,6.395,6.901
12,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0972-1492,43.165,50.926
13,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0918-1614,4.263,5.840
14,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0881-1788,5.329,6.556
15,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1702-1938,2.132,2.717
16,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1855-1906,2.664,3.065
17,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0606-0011,153.475,207.265
18,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1991-0273,126.297,168.280
19,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1901-0025,3.730,4.963
20,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1817-0019,1.599,1.772
21,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1554-0014,2.664,3.006
22,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:1622-0019,2.132,2.614
23,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0011-1513,8.526,10.529
24,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0029-1406,6.395,8.139
25,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0048-1185,5.329,6.185
26,Stack_Frontview01_Labeled_unCovered_Area_Overlay.jpg:0020-1752,125.764,171.335
