 ,Area,Mean,Min,Max,Length
1,29.842,124.722,87.680,178.280,38.447
2,47.961,141.597,106.070,180.780,60.279
3,128.429,139.432,73.000,202.270,160.826
4,286.700,122.643,50.000,218.950,361.875
5,137.488,95.386,8.870,168.000,173.899
6,363.971,97.052,31.380,210.020,464.164
7,173.192,139.019,51.310,243.040,223.267
8,228.614,121.595,61.000,222.000,284.103
9,130.560,137.224,80.000,211.620,164.720
10,130.560,129.248,33.198,247.980,166.128
11,262.187,121.548,16.070,235.000,332.132
12,179.587,131.687,44.720,234.237,235.820
13,64.481,111.126,56.010,163.872,81.846
14,66.080,116.084,72.600,162.121,83.740
15,197.706,118.695,53.000,213.000,244.031
16,128.429,122.581,67.000,206.000,158.601
17,166.265,123.415,49.000,254.980,211.829
18,116.705,143.414,72.680,244.062,150.855
19,148.679,139.563,70.610,219.600,187.227
20,107.646,132.500,69.880,195.000,136.980
21,39.968,136.874,111.000,168.000,49.241
22,82.599,145.721,108.000,208.800,103.957
23,132.159,125.341,58.040,232.660,167.667
24,229.147,129.618,34.000,235.859,289.920
25,138.554,114.454,43.110,191.192,173.899
26,64.481,138.996,88.000,188.000,81.425
27,100.185,128.772,82.520,193.720,130.393
28,166.798,118.231,62.000,199.000,210.082
29,106.047,149.491,109.000,175.980,131.682
30,124.166,122.147,72.000,219.200,159.439
31,168.929,130.760,54.780,216.550,214.585
32,227.548,147.974,86.130,221.000,288.808
33,54.356,168.175,106.287,229.000,69.957
34,73.540,147.313,81.090,190.740,91.990
35,38.369,152.496,101.822,190.400,46.990
36,119.370,146.575,74.720,235.000,156.320
37,245.667,106.137,29.200,254.990,313.156
38,370.898,100.302,24.000,190.790,471.216
39,100.718,108.161,44.660,166.000,126.220
40,92.725,113.340,44.905,150.000,114.212
41,27.711,112.671,70.520,137.280,33.303
42,161.469,98.629,19.050,158.840,204.069
43,104.981,110.155,37.000,154.240,132.093
44,132.692,137.305,40.900,220.000,166.902
45,158.804,122.714,51.000,194.000,197.472
46,66.612,121.242,43.300,206.000,84.975
47,160.936,151.014,46.680,230.000,202.117
48,76.738,154.001,104.000,193.900,99.815
49,49.560,147.696,126.220,181.000,57.296
50,166.798,157.279,88.000,247.980,214.396
51,165.199,159.353,85.120,220.740,210.881
52,350.648,161.848,92.680,245.000,449.502
53,113.508,150.279,84.000,203.000,142.464
54,150.278,122.052,52.320,189.940,194.950
55,146.547,121.847,44.680,237.100,195.355
56,221.153,103.353,0.000,188.190,276.013
57,30.908,173.180,136.000,211.970,39.341
58,113.508,138.299,96.460,192.000,141.985
59,24.513,155.654,131.140,190.000,29.921
60,171.061,135.212,43.880,225.940,216.228
61,105.514,150.588,71.510,199.870,136.464
62,173.725,145.497,74.020,250.020,220.821
63,105.514,128.865,73.000,214.680,136.129
64,104.448,138.243,63.787,195.820,134.366
65,78.869,138.065,95.000,188.680,101.457
66,99.119,137.046,63.240,177.660,125.365
67,111.376,140.021,74.220,197.000,138.946
68,173.725,125.571,45.660,197.521,220.934
69,266.983,104.439,27.080,185.740,336.388
70,82.599,110.341,58.000,151.613,102.489
71,106.580,123.057,66.000,165.000,137.247
72,162.535,119.475,42.186,191.460,204.529
73,226.482,123.391,67.000,230.000,286.699
74,144.949,147.020,79.320,229.000,183.732
75,195.041,123.615,52.000,222.360,248.831
76,59.152,150.373,95.160,189.000,78.177
77,44.231,142.073,86.000,183.000,57.886
78,91.659,160.062,112.380,219.000,116.014
79,34.106,154.323,111.000,208.150,43.963
